"inventory_id","film_id","store_id","last_update"
607,132,1,"2020-02-15 11:09:17+01"
608,132,1,"2020-02-15 11:09:17+01"
609,132,1,"2020-02-15 11:09:17+01"
610,132,2,"2020-02-15 11:09:17+01"
611,132,2,"2020-02-15 11:09:17+01"
612,133,1,"2020-02-15 11:09:17+01"
613,133,1,"2020-02-15 11:09:17+01"
614,133,2,"2020-02-15 11:09:17+01"
615,133,2,"2020-02-15 11:09:17+01"
616,134,2,"2020-02-15 11:09:17+01"
617,134,2,"2020-02-15 11:09:17+01"
618,134,2,"2020-02-15 11:09:17+01"
619,135,1,"2020-02-15 11:09:17+01"
620,135,1,"2020-02-15 11:09:17+01"
621,135,1,"2020-02-15 11:09:17+01"
622,135,2,"2020-02-15 11:09:17+01"
623,135,2,"2020-02-15 11:09:17+01"
624,135,2,"2020-02-15 11:09:17+01"
625,135,2,"2020-02-15 11:09:17+01"
626,136,1,"2020-02-15 11:09:17+01"
627,136,1,"2020-02-15 11:09:17+01"
628,136,1,"2020-02-15 11:09:17+01"
629,137,2,"2020-02-15 11:09:17+01"
630,137,2,"2020-02-15 11:09:17+01"
631,137,2,"2020-02-15 11:09:17+01"
632,137,2,"2020-02-15 11:09:17+01"
633,138,1,"2020-02-15 11:09:17+01"
634,138,1,"2020-02-15 11:09:17+01"
635,138,2,"2020-02-15 11:09:17+01"
636,138,2,"2020-02-15 11:09:17+01"
637,138,2,"2020-02-15 11:09:17+01"
638,139,1,"2020-02-15 11:09:17+01"
639,139,1,"2020-02-15 11:09:17+01"
640,139,1,"2020-02-15 11:09:17+01"
641,139,1,"2020-02-15 11:09:17+01"
642,139,2,"2020-02-15 11:09:17+01"
643,139,2,"2020-02-15 11:09:17+01"
644,140,1,"2020-02-15 11:09:17+01"
645,140,1,"2020-02-15 11:09:17+01"
646,140,2,"2020-02-15 11:09:17+01"
647,140,2,"2020-02-15 11:09:17+01"
648,140,2,"2020-02-15 11:09:17+01"
649,141,1,"2020-02-15 11:09:17+01"
650,141,1,"2020-02-15 11:09:17+01"
651,141,1,"2020-02-15 11:09:17+01"
652,141,2,"2020-02-15 11:09:17+01"
653,141,2,"2020-02-15 11:09:17+01"
654,142,1,"2020-02-15 11:09:17+01"
655,142,1,"2020-02-15 11:09:17+01"
656,142,1,"2020-02-15 11:09:17+01"
657,142,2,"2020-02-15 11:09:17+01"
658,142,2,"2020-02-15 11:09:17+01"
659,143,1,"2020-02-15 11:09:17+01"
660,143,1,"2020-02-15 11:09:17+01"
661,143,1,"2020-02-15 11:09:17+01"
662,143,1,"2020-02-15 11:09:17+01"
663,143,2,"2020-02-15 11:09:17+01"
664,143,2,"2020-02-15 11:09:17+01"
665,143,2,"2020-02-15 11:09:17+01"
666,145,2,"2020-02-15 11:09:17+01"
667,145,2,"2020-02-15 11:09:17+01"
668,145,2,"2020-02-15 11:09:17+01"
669,146,1,"2020-02-15 11:09:17+01"
670,146,1,"2020-02-15 11:09:17+01"
671,146,1,"2020-02-15 11:09:17+01"
672,147,1,"2020-02-15 11:09:17+01"
673,147,1,"2020-02-15 11:09:17+01"
674,147,1,"2020-02-15 11:09:17+01"
675,147,2,"2020-02-15 11:09:17+01"
676,147,2,"2020-02-15 11:09:17+01"
677,147,2,"2020-02-15 11:09:17+01"
678,149,1,"2020-02-15 11:09:17+01"
679,149,1,"2020-02-15 11:09:17+01"
680,149,1,"2020-02-15 11:09:17+01"
681,149,2,"2020-02-15 11:09:17+01"
682,149,2,"2020-02-15 11:09:17+01"
683,149,2,"2020-02-15 11:09:17+01"
684,150,1,"2020-02-15 11:09:17+01"
685,150,1,"2020-02-15 11:09:17+01"
686,150,2,"2020-02-15 11:09:17+01"
687,150,2,"2020-02-15 11:09:17+01"
688,150,2,"2020-02-15 11:09:17+01"
689,150,2,"2020-02-15 11:09:17+01"
690,151,1,"2020-02-15 11:09:17+01"
691,151,1,"2020-02-15 11:09:17+01"
692,151,2,"2020-02-15 11:09:17+01"
693,151,2,"2020-02-15 11:09:17+01"
694,152,1,"2020-02-15 11:09:17+01"
695,152,1,"2020-02-15 11:09:17+01"
696,152,1,"2020-02-15 11:09:17+01"
697,152,1,"2020-02-15 11:09:17+01"
698,153,1,"2020-02-15 11:09:17+01"
699,153,1,"2020-02-15 11:09:17+01"
700,153,1,"2020-02-15 11:09:17+01"
701,153,1,"2020-02-15 11:09:17+01"
702,154,1,"2020-02-15 11:09:17+01"
703,154,1,"2020-02-15 11:09:17+01"
704,154,1,"2020-02-15 11:09:17+01"
705,154,2,"2020-02-15 11:09:17+01"
706,154,2,"2020-02-15 11:09:17+01"
707,154,2,"2020-02-15 11:09:17+01"
708,154,2,"2020-02-15 11:09:17+01"
709,155,1,"2020-02-15 11:09:17+01"
710,155,1,"2020-02-15 11:09:17+01"
711,155,2,"2020-02-15 11:09:17+01"
712,155,2,"2020-02-15 11:09:17+01"
713,155,2,"2020-02-15 11:09:17+01"
714,156,2,"2020-02-15 11:09:17+01"
715,156,2,"2020-02-15 11:09:17+01"
716,157,2,"2020-02-15 11:09:17+01"
717,157,2,"2020-02-15 11:09:17+01"
718,157,2,"2020-02-15 11:09:17+01"
719,158,1,"2020-02-15 11:09:17+01"
720,158,1,"2020-02-15 11:09:17+01"
721,158,2,"2020-02-15 11:09:17+01"
722,158,2,"2020-02-15 11:09:17+01"
723,158,2,"2020-02-15 11:09:17+01"
724,159,1,"2020-02-15 11:09:17+01"
725,159,1,"2020-02-15 11:09:17+01"
726,159,1,"2020-02-15 11:09:17+01"
727,159,1,"2020-02-15 11:09:17+01"
728,159,2,"2020-02-15 11:09:17+01"
729,159,2,"2020-02-15 11:09:17+01"
730,159,2,"2020-02-15 11:09:17+01"
731,160,1,"2020-02-15 11:09:17+01"
732,160,1,"2020-02-15 11:09:17+01"
733,160,2,"2020-02-15 11:09:17+01"
734,160,2,"2020-02-15 11:09:17+01"
735,160,2,"2020-02-15 11:09:17+01"
736,161,1,"2020-02-15 11:09:17+01"
737,161,1,"2020-02-15 11:09:17+01"
738,162,1,"2020-02-15 11:09:17+01"
739,162,1,"2020-02-15 11:09:17+01"
740,162,1,"2020-02-15 11:09:17+01"
741,162,2,"2020-02-15 11:09:17+01"
742,162,2,"2020-02-15 11:09:17+01"
743,162,2,"2020-02-15 11:09:17+01"
744,162,2,"2020-02-15 11:09:17+01"
745,163,2,"2020-02-15 11:09:17+01"
746,163,2,"2020-02-15 11:09:17+01"
747,163,2,"2020-02-15 11:09:17+01"
748,164,1,"2020-02-15 11:09:17+01"
749,164,1,"2020-02-15 11:09:17+01"
750,164,2,"2020-02-15 11:09:17+01"
751,164,2,"2020-02-15 11:09:17+01"
752,164,2,"2020-02-15 11:09:17+01"
753,165,1,"2020-02-15 11:09:17+01"
754,165,1,"2020-02-15 11:09:17+01"
755,165,1,"2020-02-15 11:09:17+01"
756,165,2,"2020-02-15 11:09:17+01"
757,165,2,"2020-02-15 11:09:17+01"
758,166,1,"2020-02-15 11:09:17+01"
759,166,1,"2020-02-15 11:09:17+01"
760,166,1,"2020-02-15 11:09:17+01"
761,166,1,"2020-02-15 11:09:17+01"
762,166,2,"2020-02-15 11:09:17+01"
763,166,2,"2020-02-15 11:09:17+01"
764,167,1,"2020-02-15 11:09:17+01"
765,167,1,"2020-02-15 11:09:17+01"
766,167,1,"2020-02-15 11:09:17+01"
767,167,1,"2020-02-15 11:09:17+01"
768,167,2,"2020-02-15 11:09:17+01"
769,167,2,"2020-02-15 11:09:17+01"
770,167,2,"2020-02-15 11:09:17+01"
771,168,1,"2020-02-15 11:09:17+01"
772,168,1,"2020-02-15 11:09:17+01"
773,169,1,"2020-02-15 11:09:17+01"
774,169,1,"2020-02-15 11:09:17+01"
775,169,2,"2020-02-15 11:09:17+01"
776,169,2,"2020-02-15 11:09:17+01"
777,170,1,"2020-02-15 11:09:17+01"
778,170,1,"2020-02-15 11:09:17+01"
779,170,2,"2020-02-15 11:09:17+01"
780,170,2,"2020-02-15 11:09:17+01"
781,170,2,"2020-02-15 11:09:17+01"
782,170,2,"2020-02-15 11:09:17+01"
783,172,1,"2020-02-15 11:09:17+01"
784,172,1,"2020-02-15 11:09:17+01"
785,172,1,"2020-02-15 11:09:17+01"
786,172,1,"2020-02-15 11:09:17+01"
787,172,2,"2020-02-15 11:09:17+01"
788,172,2,"2020-02-15 11:09:17+01"
789,172,2,"2020-02-15 11:09:17+01"
790,173,1,"2020-02-15 11:09:17+01"
791,173,1,"2020-02-15 11:09:17+01"
792,173,1,"2020-02-15 11:09:17+01"
793,173,2,"2020-02-15 11:09:17+01"
794,173,2,"2020-02-15 11:09:17+01"
795,174,1,"2020-02-15 11:09:17+01"
796,174,1,"2020-02-15 11:09:17+01"
797,174,1,"2020-02-15 11:09:17+01"
798,174,1,"2020-02-15 11:09:17+01"
799,174,2,"2020-02-15 11:09:17+01"
800,174,2,"2020-02-15 11:09:17+01"
801,174,2,"2020-02-15 11:09:17+01"
802,174,2,"2020-02-15 11:09:17+01"
803,175,1,"2020-02-15 11:09:17+01"
804,175,1,"2020-02-15 11:09:17+01"
805,175,2,"2020-02-15 11:09:17+01"
806,175,2,"2020-02-15 11:09:17+01"
807,175,2,"2020-02-15 11:09:17+01"
808,176,1,"2020-02-15 11:09:17+01"
809,176,1,"2020-02-15 11:09:17+01"
810,176,2,"2020-02-15 11:09:17+01"
811,176,2,"2020-02-15 11:09:17+01"
812,176,2,"2020-02-15 11:09:17+01"
813,176,2,"2020-02-15 11:09:17+01"
814,177,2,"2020-02-15 11:09:17+01"
815,177,2,"2020-02-15 11:09:17+01"
816,177,2,"2020-02-15 11:09:17+01"
817,178,1,"2020-02-15 11:09:17+01"
818,178,1,"2020-02-15 11:09:17+01"
819,179,1,"2020-02-15 11:09:17+01"
820,179,1,"2020-02-15 11:09:17+01"
821,179,1,"2020-02-15 11:09:17+01"
822,179,1,"2020-02-15 11:09:17+01"
823,180,2,"2020-02-15 11:09:17+01"
824,180,2,"2020-02-15 11:09:17+01"
825,181,1,"2020-02-15 11:09:17+01"
826,181,1,"2020-02-15 11:09:17+01"
827,181,1,"2020-02-15 11:09:17+01"
828,181,2,"2020-02-15 11:09:17+01"
829,181,2,"2020-02-15 11:09:17+01"
830,181,2,"2020-02-15 11:09:17+01"
831,181,2,"2020-02-15 11:09:17+01"
832,182,1,"2020-02-15 11:09:17+01"
833,182,1,"2020-02-15 11:09:17+01"
834,183,1,"2020-02-15 11:09:17+01"
835,183,1,"2020-02-15 11:09:17+01"
836,183,1,"2020-02-15 11:09:17+01"
837,183,2,"2020-02-15 11:09:17+01"
838,183,2,"2020-02-15 11:09:17+01"
839,183,2,"2020-02-15 11:09:17+01"
840,184,1,"2020-02-15 11:09:17+01"
841,184,1,"2020-02-15 11:09:17+01"
842,184,2,"2020-02-15 11:09:17+01"
843,184,2,"2020-02-15 11:09:17+01"
844,184,2,"2020-02-15 11:09:17+01"
845,185,1,"2020-02-15 11:09:17+01"
846,185,1,"2020-02-15 11:09:17+01"
847,186,1,"2020-02-15 11:09:17+01"
848,186,1,"2020-02-15 11:09:17+01"
849,186,2,"2020-02-15 11:09:17+01"
850,186,2,"2020-02-15 11:09:17+01"
851,187,2,"2020-02-15 11:09:17+01"
852,187,2,"2020-02-15 11:09:17+01"
853,187,2,"2020-02-15 11:09:17+01"
854,188,1,"2020-02-15 11:09:17+01"
855,188,1,"2020-02-15 11:09:17+01"
856,188,1,"2020-02-15 11:09:17+01"
857,189,1,"2020-02-15 11:09:17+01"
858,189,1,"2020-02-15 11:09:17+01"
859,189,2,"2020-02-15 11:09:17+01"
860,189,2,"2020-02-15 11:09:17+01"
861,189,2,"2020-02-15 11:09:17+01"
862,189,2,"2020-02-15 11:09:17+01"
863,190,2,"2020-02-15 11:09:17+01"
864,190,2,"2020-02-15 11:09:17+01"
865,190,2,"2020-02-15 11:09:17+01"
866,190,2,"2020-02-15 11:09:17+01"
867,191,1,"2020-02-15 11:09:17+01"
868,191,1,"2020-02-15 11:09:17+01"
869,191,1,"2020-02-15 11:09:17+01"
870,191,2,"2020-02-15 11:09:17+01"
871,191,2,"2020-02-15 11:09:17+01"
872,191,2,"2020-02-15 11:09:17+01"
873,193,1,"2020-02-15 11:09:17+01"
874,193,1,"2020-02-15 11:09:17+01"
875,193,1,"2020-02-15 11:09:17+01"
876,193,1,"2020-02-15 11:09:17+01"
877,193,2,"2020-02-15 11:09:17+01"
878,193,2,"2020-02-15 11:09:17+01"
879,193,2,"2020-02-15 11:09:17+01"
880,193,2,"2020-02-15 11:09:17+01"
881,194,1,"2020-02-15 11:09:17+01"
882,194,1,"2020-02-15 11:09:17+01"
883,194,2,"2020-02-15 11:09:17+01"
884,194,2,"2020-02-15 11:09:17+01"
885,196,1,"2020-02-15 11:09:17+01"
886,196,1,"2020-02-15 11:09:17+01"
887,197,1,"2020-02-15 11:09:17+01"
888,197,1,"2020-02-15 11:09:17+01"
889,199,1,"2020-02-15 11:09:17+01"
890,199,1,"2020-02-15 11:09:17+01"
891,199,1,"2020-02-15 11:09:17+01"
892,199,1,"2020-02-15 11:09:17+01"
893,199,2,"2020-02-15 11:09:17+01"
894,199,2,"2020-02-15 11:09:17+01"
895,199,2,"2020-02-15 11:09:17+01"
896,199,2,"2020-02-15 11:09:17+01"
897,200,1,"2020-02-15 11:09:17+01"
898,200,1,"2020-02-15 11:09:17+01"
899,200,1,"2020-02-15 11:09:17+01"
900,200,1,"2020-02-15 11:09:17+01"
901,200,2,"2020-02-15 11:09:17+01"
902,200,2,"2020-02-15 11:09:17+01"
903,200,2,"2020-02-15 11:09:17+01"
904,200,2,"2020-02-15 11:09:17+01"
905,201,1,"2020-02-15 11:09:17+01"
906,201,1,"2020-02-15 11:09:17+01"
907,201,1,"2020-02-15 11:09:17+01"
908,201,1,"2020-02-15 11:09:17+01"
909,202,1,"2020-02-15 11:09:17+01"
910,202,1,"2020-02-15 11:09:17+01"
911,202,1,"2020-02-15 11:09:17+01"
912,203,2,"2020-02-15 11:09:17+01"
913,203,2,"2020-02-15 11:09:17+01"
914,203,2,"2020-02-15 11:09:17+01"
915,203,2,"2020-02-15 11:09:17+01"
916,204,1,"2020-02-15 11:09:17+01"
917,204,1,"2020-02-15 11:09:17+01"
918,204,1,"2020-02-15 11:09:17+01"
919,204,1,"2020-02-15 11:09:17+01"
920,204,2,"2020-02-15 11:09:17+01"
921,204,2,"2020-02-15 11:09:17+01"
922,205,1,"2020-02-15 11:09:17+01"
923,205,1,"2020-02-15 11:09:17+01"
924,205,1,"2020-02-15 11:09:17+01"
925,205,1,"2020-02-15 11:09:17+01"
926,206,1,"2020-02-15 11:09:17+01"
927,206,1,"2020-02-15 11:09:17+01"
928,206,1,"2020-02-15 11:09:17+01"
929,206,1,"2020-02-15 11:09:17+01"
930,206,2,"2020-02-15 11:09:17+01"
931,206,2,"2020-02-15 11:09:17+01"
932,206,2,"2020-02-15 11:09:17+01"
933,206,2,"2020-02-15 11:09:17+01"
934,207,1,"2020-02-15 11:09:17+01"
935,207,1,"2020-02-15 11:09:17+01"
936,207,1,"2020-02-15 11:09:17+01"
937,207,1,"2020-02-15 11:09:17+01"
938,208,1,"2020-02-15 11:09:17+01"
939,208,1,"2020-02-15 11:09:17+01"
940,208,1,"2020-02-15 11:09:17+01"
941,209,1,"2020-02-15 11:09:17+01"
942,209,1,"2020-02-15 11:09:17+01"
943,209,1,"2020-02-15 11:09:17+01"
944,209,1,"2020-02-15 11:09:17+01"
945,210,2,"2020-02-15 11:09:17+01"
946,210,2,"2020-02-15 11:09:17+01"
947,210,2,"2020-02-15 11:09:17+01"
948,211,1,"2020-02-15 11:09:17+01"
949,211,1,"2020-02-15 11:09:17+01"
950,212,1,"2020-02-15 11:09:17+01"
951,212,1,"2020-02-15 11:09:17+01"
952,212,1,"2020-02-15 11:09:17+01"
953,212,2,"2020-02-15 11:09:17+01"
954,212,2,"2020-02-15 11:09:17+01"
955,213,1,"2020-02-15 11:09:17+01"
956,213,1,"2020-02-15 11:09:17+01"
957,213,1,"2020-02-15 11:09:17+01"
958,213,1,"2020-02-15 11:09:17+01"
959,214,2,"2020-02-15 11:09:17+01"
960,214,2,"2020-02-15 11:09:17+01"
961,214,2,"2020-02-15 11:09:17+01"
962,214,2,"2020-02-15 11:09:17+01"
963,215,1,"2020-02-15 11:09:17+01"
964,215,1,"2020-02-15 11:09:17+01"
965,215,1,"2020-02-15 11:09:17+01"
966,215,2,"2020-02-15 11:09:17+01"
967,215,2,"2020-02-15 11:09:17+01"
968,215,2,"2020-02-15 11:09:17+01"
969,216,1,"2020-02-15 11:09:17+01"
970,216,1,"2020-02-15 11:09:17+01"
971,216,2,"2020-02-15 11:09:17+01"
972,216,2,"2020-02-15 11:09:17+01"
973,216,2,"2020-02-15 11:09:17+01"
974,218,1,"2020-02-15 11:09:17+01"
975,218,1,"2020-02-15 11:09:17+01"
976,218,1,"2020-02-15 11:09:17+01"
977,218,1,"2020-02-15 11:09:17+01"
978,218,2,"2020-02-15 11:09:17+01"
979,218,2,"2020-02-15 11:09:17+01"
980,218,2,"2020-02-15 11:09:17+01"
981,219,1,"2020-02-15 11:09:17+01"
982,219,1,"2020-02-15 11:09:17+01"
983,219,1,"2020-02-15 11:09:17+01"
984,219,1,"2020-02-15 11:09:17+01"
985,220,1,"2020-02-15 11:09:17+01"
986,220,1,"2020-02-15 11:09:17+01"
987,220,1,"2020-02-15 11:09:17+01"
988,220,1,"2020-02-15 11:09:17+01"
989,220,2,"2020-02-15 11:09:17+01"
990,220,2,"2020-02-15 11:09:17+01"
991,220,2,"2020-02-15 11:09:17+01"
992,220,2,"2020-02-15 11:09:17+01"
993,222,1,"2020-02-15 11:09:17+01"
994,222,1,"2020-02-15 11:09:17+01"
995,222,2,"2020-02-15 11:09:17+01"
996,222,2,"2020-02-15 11:09:17+01"
997,222,2,"2020-02-15 11:09:17+01"
998,222,2,"2020-02-15 11:09:17+01"
999,223,2,"2020-02-15 11:09:17+01"
1000,223,2,"2020-02-15 11:09:17+01"
1001,224,1,"2020-02-15 11:09:17+01"
1002,224,1,"2020-02-15 11:09:17+01"
1003,225,1,"2020-02-15 11:09:17+01"
1004,225,1,"2020-02-15 11:09:17+01"
1005,225,1,"2020-02-15 11:09:17+01"
1006,226,1,"2020-02-15 11:09:17+01"
1007,226,1,"2020-02-15 11:09:17+01"
1008,226,2,"2020-02-15 11:09:17+01"
1009,226,2,"2020-02-15 11:09:17+01"
1010,226,2,"2020-02-15 11:09:17+01"
1011,227,1,"2020-02-15 11:09:17+01"
1012,227,1,"2020-02-15 11:09:17+01"
1013,227,1,"2020-02-15 11:09:17+01"
1014,227,2,"2020-02-15 11:09:17+01"
1015,227,2,"2020-02-15 11:09:17+01"
1016,228,1,"2020-02-15 11:09:17+01"
1017,228,1,"2020-02-15 11:09:17+01"
1018,228,1,"2020-02-15 11:09:17+01"
1019,228,2,"2020-02-15 11:09:17+01"
1020,228,2,"2020-02-15 11:09:17+01"
1021,228,2,"2020-02-15 11:09:17+01"
1022,228,2,"2020-02-15 11:09:17+01"
1023,229,1,"2020-02-15 11:09:17+01"
1024,229,1,"2020-02-15 11:09:17+01"
1025,229,2,"2020-02-15 11:09:17+01"
1026,229,2,"2020-02-15 11:09:17+01"
1027,230,1,"2020-02-15 11:09:17+01"
1028,230,1,"2020-02-15 11:09:17+01"
1029,231,1,"2020-02-15 11:09:17+01"
1030,231,1,"2020-02-15 11:09:17+01"
1031,231,1,"2020-02-15 11:09:17+01"
1032,231,1,"2020-02-15 11:09:17+01"
1033,231,2,"2020-02-15 11:09:17+01"
1034,231,2,"2020-02-15 11:09:17+01"
1035,231,2,"2020-02-15 11:09:17+01"
1036,231,2,"2020-02-15 11:09:17+01"
1037,232,1,"2020-02-15 11:09:17+01"
1038,232,1,"2020-02-15 11:09:17+01"
1039,232,1,"2020-02-15 11:09:17+01"
1040,232,2,"2020-02-15 11:09:17+01"
1041,232,2,"2020-02-15 11:09:17+01"
1042,233,1,"2020-02-15 11:09:17+01"
1043,233,1,"2020-02-15 11:09:17+01"
1044,233,1,"2020-02-15 11:09:17+01"
1045,233,1,"2020-02-15 11:09:17+01"
1046,233,2,"2020-02-15 11:09:17+01"
1047,233,2,"2020-02-15 11:09:17+01"
1048,234,1,"2020-02-15 11:09:17+01"
1049,234,1,"2020-02-15 11:09:17+01"
1050,234,1,"2020-02-15 11:09:17+01"
1051,234,1,"2020-02-15 11:09:17+01"
1052,234,2,"2020-02-15 11:09:17+01"
1053,234,2,"2020-02-15 11:09:17+01"
1054,234,2,"2020-02-15 11:09:17+01"
1055,235,1,"2020-02-15 11:09:17+01"
1056,235,1,"2020-02-15 11:09:17+01"
1057,235,2,"2020-02-15 11:09:17+01"
1058,235,2,"2020-02-15 11:09:17+01"
1059,235,2,"2020-02-15 11:09:17+01"
1060,235,2,"2020-02-15 11:09:17+01"
1061,236,2,"2020-02-15 11:09:17+01"
1062,236,2,"2020-02-15 11:09:17+01"
1063,236,2,"2020-02-15 11:09:17+01"
1064,236,2,"2020-02-15 11:09:17+01"
1065,237,1,"2020-02-15 11:09:17+01"
1066,237,1,"2020-02-15 11:09:17+01"
1067,238,1,"2020-02-15 11:09:17+01"
1068,238,1,"2020-02-15 11:09:17+01"
1069,239,1,"2020-02-15 11:09:17+01"
1070,239,1,"2020-02-15 11:09:17+01"
1071,239,1,"2020-02-15 11:09:17+01"
1072,239,1,"2020-02-15 11:09:17+01"
1073,239,2,"2020-02-15 11:09:17+01"
1074,239,2,"2020-02-15 11:09:17+01"
1075,239,2,"2020-02-15 11:09:17+01"
1076,239,2,"2020-02-15 11:09:17+01"
1077,240,2,"2020-02-15 11:09:17+01"
1078,240,2,"2020-02-15 11:09:17+01"
1079,240,2,"2020-02-15 11:09:17+01"
1080,241,1,"2020-02-15 11:09:17+01"
1081,241,1,"2020-02-15 11:09:17+01"
1082,241,1,"2020-02-15 11:09:17+01"
1083,241,1,"2020-02-15 11:09:17+01"
1084,242,1,"2020-02-15 11:09:17+01"
1085,242,1,"2020-02-15 11:09:17+01"
1086,242,2,"2020-02-15 11:09:17+01"
1087,242,2,"2020-02-15 11:09:17+01"
1088,242,2,"2020-02-15 11:09:17+01"
1089,243,1,"2020-02-15 11:09:17+01"
1090,243,1,"2020-02-15 11:09:17+01"
1091,243,2,"2020-02-15 11:09:17+01"
1092,243,2,"2020-02-15 11:09:17+01"
1093,243,2,"2020-02-15 11:09:17+01"
1094,243,2,"2020-02-15 11:09:17+01"
1095,244,1,"2020-02-15 11:09:17+01"
1096,244,1,"2020-02-15 11:09:17+01"
1097,244,1,"2020-02-15 11:09:17+01"
1098,244,1,"2020-02-15 11:09:17+01"
1099,244,2,"2020-02-15 11:09:17+01"
1100,244,2,"2020-02-15 11:09:17+01"
1101,244,2,"2020-02-15 11:09:17+01"
1102,245,1,"2020-02-15 11:09:17+01"
1103,245,1,"2020-02-15 11:09:17+01"
1104,245,1,"2020-02-15 11:09:17+01"
1105,245,2,"2020-02-15 11:09:17+01"
1106,245,2,"2020-02-15 11:09:17+01"
1107,245,2,"2020-02-15 11:09:17+01"
1108,245,2,"2020-02-15 11:09:17+01"
1109,246,2,"2020-02-15 11:09:17+01"
1110,246,2,"2020-02-15 11:09:17+01"
1111,246,2,"2020-02-15 11:09:17+01"
1112,247,1,"2020-02-15 11:09:17+01"
1113,247,1,"2020-02-15 11:09:17+01"
1114,247,1,"2020-02-15 11:09:17+01"
1115,247,2,"2020-02-15 11:09:17+01"
1116,247,2,"2020-02-15 11:09:17+01"
1117,247,2,"2020-02-15 11:09:17+01"
1118,247,2,"2020-02-15 11:09:17+01"
1119,248,2,"2020-02-15 11:09:17+01"
1120,248,2,"2020-02-15 11:09:17+01"
1121,249,1,"2020-02-15 11:09:17+01"
1122,249,1,"2020-02-15 11:09:17+01"
1123,249,2,"2020-02-15 11:09:17+01"
1124,249,2,"2020-02-15 11:09:17+01"
1125,249,2,"2020-02-15 11:09:17+01"
1126,249,2,"2020-02-15 11:09:17+01"
1127,250,2,"2020-02-15 11:09:17+01"
1128,250,2,"2020-02-15 11:09:17+01"
1129,250,2,"2020-02-15 11:09:17+01"
1130,250,2,"2020-02-15 11:09:17+01"
1131,251,1,"2020-02-15 11:09:17+01"
1132,251,1,"2020-02-15 11:09:17+01"
1133,251,2,"2020-02-15 11:09:17+01"
1134,251,2,"2020-02-15 11:09:17+01"
1135,251,2,"2020-02-15 11:09:17+01"
1136,252,1,"2020-02-15 11:09:17+01"
1137,252,1,"2020-02-15 11:09:17+01"
1138,252,1,"2020-02-15 11:09:17+01"
1139,252,2,"2020-02-15 11:09:17+01"
1140,252,2,"2020-02-15 11:09:17+01"
1141,252,2,"2020-02-15 11:09:17+01"
1142,253,1,"2020-02-15 11:09:17+01"
1143,253,1,"2020-02-15 11:09:17+01"
1144,253,1,"2020-02-15 11:09:17+01"
1145,253,1,"2020-02-15 11:09:17+01"
1146,253,2,"2020-02-15 11:09:17+01"
1147,253,2,"2020-02-15 11:09:17+01"
1148,254,1,"2020-02-15 11:09:17+01"
1149,254,1,"2020-02-15 11:09:17+01"
1150,254,2,"2020-02-15 11:09:17+01"
1151,254,2,"2020-02-15 11:09:17+01"
1152,254,2,"2020-02-15 11:09:17+01"
1153,255,1,"2020-02-15 11:09:17+01"
1154,255,1,"2020-02-15 11:09:17+01"
1155,255,1,"2020-02-15 11:09:17+01"
1156,255,1,"2020-02-15 11:09:17+01"
1157,255,2,"2020-02-15 11:09:17+01"
1158,255,2,"2020-02-15 11:09:17+01"
1159,256,2,"2020-02-15 11:09:17+01"
1160,256,2,"2020-02-15 11:09:17+01"
1161,256,2,"2020-02-15 11:09:17+01"
1162,257,2,"2020-02-15 11:09:17+01"
1163,257,2,"2020-02-15 11:09:17+01"
1164,257,2,"2020-02-15 11:09:17+01"
1165,258,2,"2020-02-15 11:09:17+01"
1166,258,2,"2020-02-15 11:09:17+01"
1167,258,2,"2020-02-15 11:09:17+01"
1168,258,2,"2020-02-15 11:09:17+01"
1169,259,1,"2020-02-15 11:09:17+01"
1170,259,1,"2020-02-15 11:09:17+01"
1171,260,2,"2020-02-15 11:09:17+01"
1172,260,2,"2020-02-15 11:09:17+01"
1173,260,2,"2020-02-15 11:09:17+01"
1174,260,2,"2020-02-15 11:09:17+01"
1175,261,1,"2020-02-15 11:09:17+01"
1176,261,1,"2020-02-15 11:09:17+01"
1177,262,2,"2020-02-15 11:09:17+01"
1178,262,2,"2020-02-15 11:09:17+01"
1179,263,1,"2020-02-15 11:09:17+01"
1180,263,1,"2020-02-15 11:09:17+01"
1181,263,1,"2020-02-15 11:09:17+01"
1182,263,1,"2020-02-15 11:09:17+01"
1183,263,2,"2020-02-15 11:09:17+01"
1184,263,2,"2020-02-15 11:09:17+01"
1185,263,2,"2020-02-15 11:09:17+01"
1186,264,2,"2020-02-15 11:09:17+01"
1187,264,2,"2020-02-15 11:09:17+01"
1188,265,1,"2020-02-15 11:09:17+01"
1189,265,1,"2020-02-15 11:09:17+01"
1190,265,1,"2020-02-15 11:09:17+01"
1191,265,1,"2020-02-15 11:09:17+01"
1192,266,1,"2020-02-15 11:09:17+01"
1193,266,1,"2020-02-15 11:09:17+01"
1194,266,1,"2020-02-15 11:09:17+01"
1195,266,1,"2020-02-15 11:09:17+01"
1196,266,2,"2020-02-15 11:09:17+01"
1197,266,2,"2020-02-15 11:09:17+01"
1198,266,2,"2020-02-15 11:09:17+01"
1199,266,2,"2020-02-15 11:09:17+01"
1200,267,1,"2020-02-15 11:09:17+01"
1201,267,1,"2020-02-15 11:09:17+01"
1202,267,1,"2020-02-15 11:09:17+01"
1203,267,1,"2020-02-15 11:09:17+01"
1204,267,2,"2020-02-15 11:09:17+01"
